amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
101852.35,Cash Withdrawal,Debit Card,1087,10,1
49746.23,Cash Withdrawal,UPI,1267,3,0
78059.65,Bill Payment,Credit Card,1776,7,0
118899.58,Bill Payment,UPI,452,0,0
102860.45,Cash Withdrawal,Debit Card,2143,4,1
99681.62,Bill Payment,Net Banking,1181,1,0
2437.3,Online Purchase,Debit Card,1160,9,1
73306.13,Online Purchase,Net Banking,1443,10,0
7580.32,Money Transfer,UPI,1161,8,0
115355.92,Money Transfer,Credit Card,1109,2,0
29589.44,Online Purchase,UPI,897,0,0
53259.37,Cash Withdrawal,Net Banking,1635,1,0
138037.1,Bill Payment,Debit Card,2310,6,0
48439.74,Money Transfer,Debit Card,1025,2,0
30008.52,Bill Payment,Credit Card,1218,9,0
69227.04,Money Transfer,Net Banking,1790,1,1
66341.01,Bill Payment,UPI,1919,5,1
63133.8,Cash Withdrawal,Net Banking,114,8,1
115038.78,Online Purchase,Debit Card,1239,3,0
56029.36,Bill Payment,Credit Card,1609,2,0
992.33,Cash Withdrawal,Credit Card,347,0,0
147927.41,Online Purchase,UPI,2435,1,0
84859.97,Bill Payment,Credit Card,498,9,0
110930.58,Online Purchase,Debit Card,2115,2,0
145095.04,Money Transfer,Debit Card,634,4,1
107899.39,Online Purchase,Net Banking,823,1,1
23038.01,Online Purchase,Credit Card,1013,3,0
3795.99,Cash Withdrawal,Net Banking,228,1,0
72609.56,Money Transfer,Debit Card,2240,4,0
102229.94,Online Purchase,Net Banking,600,10,1
21338.76,Money Transfer,Debit Card,2096,8,1
72121.92,Bill Payment,Credit Card,2412,7,1
41349.68,Cash Withdrawal,Credit Card,1901,6,0
22310.16,Bill Payment,Net Banking,493,9,0
87122.66,Online Purchase,Net Banking,175,5,0
70239.28,Cash Withdrawal,UPI,38,2,0
128390.35,Money Transfer,UPI,2151,6,1
26257.08,Money Transfer,UPI,2307,5,0
128813.72,Money Transfer,UPI,1241,6,1
125914.89,Cash Withdrawal,Net Banking,1933,9,1
86448.24,Bill Payment,Debit Card,1328,9,0
52279.47,Cash Withdrawal,Credit Card,185,0,0
23961.03,Online Purchase,Credit Card,2046,10,0
114010.4,Money Transfer,Credit Card,713,6,1
63066.42,Online Purchase,Credit Card,1026,1,1
112515.25,Cash Withdrawal,UPI,2485,10,0
138540.27,Bill Payment,Credit Card,1842,6,1
95645.63,Money Transfer,Debit Card,1035,7,1
42984.79,Money Transfer,Debit Card,1778,8,0
28925.14,Online Purchase,Credit Card,834,0,0
134004.32,Bill Payment,Net Banking,2328,8,0
51172.63,Cash Withdrawal,Debit Card,850,9,0
75177.46,Bill Payment,Debit Card,276,7,1
56480.12,Online Purchase,Credit Card,521,8,1
17777.33,Money Transfer,Credit Card,2464,8,1
33680.78,Bill Payment,UPI,1600,5,1
130733.85,Bill Payment,Credit Card,2189,9,1
77712.19,Bill Payment,Net Banking,233,8,0
16720.08,Cash Withdrawal,UPI,123,0,0
39206.08,Bill Payment,Credit Card,571,3,0
110107.51,Online Purchase,Debit Card,2022,1,0
84622.04,Online Purchase,UPI,290,6,0
91903.65,Online Purchase,Net Banking,531,4,0
15698.78,Cash Withdrawal,Debit Card,1435,6,0
117253.12,Money Transfer,Credit Card,227,0,0
121723.34,Cash Withdrawal,Credit Card,2264,7,1
114875.66,Money Transfer,Net Banking,1749,8,1
65749.13,Bill Payment,UPI,794,5,0
8782.58,Money Transfer,Credit Card,2411,0,0
112146.61,Online Purchase,Credit Card,1024,0,1
19094.71,Money Transfer,UPI,180,5,0
98315.82,Money Transfer,UPI,532,9,1
98671.66,Online Purchase,Credit Card,1025,8,1
105817.75,Bill Payment,Debit Card,1817,4,0
117053.24,Bill Payment,Debit Card,2158,4,1
81258.73,Online Purchase,Credit Card,1420,6,0
93318.58,Bill Payment,Credit Card,834,2,0
78197.14,Bill Payment,Debit Card,503,5,0
118212.21,Online Purchase,Debit Card,1804,10,1
142961.44,Online Purchase,Net Banking,139,4,1
57688.08,Online Purchase,Credit Card,1144,9,1
2925.39,Cash Withdrawal,Net Banking,1819,0,0
56961.11,Cash Withdrawal,Credit Card,1250,0,0
52235.9,Online Purchase,UPI,1076,9,1
4199.04,Cash Withdrawal,Net Banking,234,1,0
142875.79,Bill Payment,Net Banking,1737,9,1
115374.95,Bill Payment,Debit Card,1562,7,0
138706.7,Money Transfer,Credit Card,1150,10,0
12921.98,Money Transfer,UPI,1383,9,1
92370.53,Bill Payment,UPI,1027,10,0
91239.08,Online Purchase,UPI,2329,10,1
39751.18,Money Transfer,Net Banking,1896,0,0
70019.28,Bill Payment,Net Banking,2280,3,0
86977.59,Online Purchase,UPI,2500,8,1
9700.12,Money Transfer,UPI,1132,4,0
19170.65,Money Transfer,Debit Card,204,3,0
5871.42,Cash Withdrawal,UPI,172,8,0
9215.85,Bill Payment,UPI,67,10,0
127426.16,Online Purchase,Debit Card,1433,1,1
66627.52,Online Purchase,Debit Card,836,5,0
124387.76,Cash Withdrawal,Credit Card,1747,4,1
49048.43,Bill Payment,UPI,1672,10,1
141377.68,Bill Payment,Credit Card,657,5,1
139553.25,Online Purchase,Credit Card,2495,3,0
76668.34,Bill Payment,Debit Card,1552,9,1
108966.34,Cash Withdrawal,Credit Card,317,3,0
149672.16,Cash Withdrawal,Credit Card,2162,0,0
98913.74,Cash Withdrawal,UPI,1103,3,0
44030.49,Money Transfer,UPI,996,5,1
47290.97,Online Purchase,Debit Card,1823,6,0
52862.49,Online Purchase,UPI,1984,9,1
117966.99,Money Transfer,Debit Card,2203,3,0
61201.85,Money Transfer,UPI,1176,5,1
12317.74,Cash Withdrawal,Debit Card,2360,7,0
115919.48,Money Transfer,Net Banking,64,2,1
39580.08,Cash Withdrawal,Credit Card,518,0,0
3687.33,Money Transfer,Credit Card,543,8,0
137801.59,Cash Withdrawal,UPI,523,6,0
36291.09,Bill Payment,Credit Card,1380,5,0
92532.78,Online Purchase,Credit Card,1454,7,0
94661.72,Cash Withdrawal,UPI,1955,2,0
108583.75,Online Purchase,Debit Card,32,9,1
101118.67,Cash Withdrawal,Net Banking,1313,7,1
108407.72,Bill Payment,Credit Card,952,4,1
7338.36,Cash Withdrawal,UPI,1323,6,0
26844.53,Money Transfer,Credit Card,863,6,0
86313.16,Bill Payment,Credit Card,1423,4,1
43247.69,Cash Withdrawal,Net Banking,917,2,0
137662.19,Online Purchase,Debit Card,1142,2,1
82869.3,Money Transfer,Credit Card,2452,0,0
81020.48,Money Transfer,Credit Card,2001,0,0
42347.44,Cash Withdrawal,Net Banking,2134,2,0
44311.74,Online Purchase,Credit Card,1821,6,0
13120.89,Money Transfer,UPI,478,5,0
111667.2,Money Transfer,Credit Card,1340,2,1
41488.59,Online Purchase,UPI,158,6,1
105795.04,Bill Payment,Debit Card,2287,10,0
93949.51,Online Purchase,Debit Card,561,9,1
141480.04,Money Transfer,UPI,1926,2,1
28147.02,Cash Withdrawal,UPI,540,3,0
13397.89,Money Transfer,Credit Card,1779,1,0
91721.46,Money Transfer,Credit Card,1713,4,0
94690.85,Money Transfer,UPI,1984,8,1
27091.64,Bill Payment,Debit Card,1197,10,0
119532.25,Cash Withdrawal,UPI,2226,7,1
32917.69,Bill Payment,Net Banking,1832,5,0
63787.31,Money Transfer,Net Banking,1307,10,1
104575.59,Money Transfer,Net Banking,2004,9,1
35305.52,Bill Payment,UPI,2079,3,0
117445.9,Online Purchase,UPI,1072,10,1
58767.62,Cash Withdrawal,Net Banking,1633,4,0
40320.75,Money Transfer,UPI,187,4,0
33274.38,Money Transfer,Debit Card,452,9,0
19469.38,Online Purchase,Credit Card,1554,1,0
50059.88,Bill Payment,Credit Card,202,8,1
80367.35,Money Transfer,Net Banking,940,4,0
136607.0,Bill Payment,Net Banking,884,8,1
141008.07,Online Purchase,Credit Card,2157,1,0
118722.38,Online Purchase,Debit Card,1160,4,1
94770.17,Money Transfer,Credit Card,1116,1,0
56740.72,Cash Withdrawal,Debit Card,1106,1,1
75726.0,Cash Withdrawal,Credit Card,61,8,1
22861.95,Cash Withdrawal,Debit Card,2481,4,0
63830.39,Online Purchase,UPI,1123,7,1
39714.07,Cash Withdrawal,Net Banking,1193,6,1
145036.26,Bill Payment,Net Banking,1165,8,1
57423.01,Cash Withdrawal,Net Banking,1527,8,0
67895.33,Online Purchase,Net Banking,951,7,1
84516.67,Bill Payment,UPI,589,10,0
14398.82,Money Transfer,Debit Card,2007,9,1
21285.45,Cash Withdrawal,Debit Card,242,7,0
46787.1,Bill Payment,Debit Card,150,5,0
89849.64,Online Purchase,UPI,857,8,0
81883.75,Bill Payment,Debit Card,1319,7,0
77213.22,Online Purchase,Credit Card,1744,1,0
113557.32,Money Transfer,Credit Card,681,3,1
145790.25,Online Purchase,Net Banking,2029,2,0
78735.91,Money Transfer,Net Banking,1636,0,1
65378.36,Bill Payment,UPI,2141,5,0
55807.61,Money Transfer,Debit Card,1189,8,0
120441.78,Bill Payment,UPI,1934,7,1
49593.56,Money Transfer,Debit Card,2148,7,1
62503.81,Money Transfer,Net Banking,275,0,0
28232.4,Online Purchase,Net Banking,1356,1,0
70357.25,Money Transfer,Credit Card,1436,10,1
33981.82,Online Purchase,Debit Card,1125,4,0
130227.16,Bill Payment,UPI,1652,4,1
96275.74,Money Transfer,Credit Card,2428,2,1
32544.58,Money Transfer,UPI,2309,1,0
78395.44,Cash Withdrawal,UPI,2358,9,0
145002.17,Cash Withdrawal,Debit Card,689,0,0
148364.18,Online Purchase,Debit Card,588,2,0
137.01,Online Purchase,Credit Card,562,8,0
63868.32,Cash Withdrawal,UPI,1240,8,0
36191.86,Cash Withdrawal,Net Banking,1580,7,0
125813.55,Bill Payment,Credit Card,2480,3,0
141828.94,Bill Payment,Debit Card,1791,8,1
104295.45,Bill Payment,Credit Card,2286,6,1
26784.06,Bill Payment,Net Banking,1418,6,1
84013.12,Money Transfer,Net Banking,1533,2,0
149316.22,Money Transfer,Net Banking,1479,8,1
87969.64,Bill Payment,Credit Card,1511,4,0
2047.88,Bill Payment,Credit Card,1127,10,0
6683.22,Bill Payment,UPI,235,9,0
129491.48,Cash Withdrawal,Net Banking,2009,2,0
131253.03,Online Purchase,Credit Card,1514,0,0
107025.24,Money Transfer,Debit Card,340,6,0
18002.07,Cash Withdrawal,Credit Card,1288,1,0
41693.98,Money Transfer,Credit Card,1363,10,0
47540.39,Money Transfer,UPI,2115,0,0
60535.65,Online Purchase,Credit Card,791,8,1
40068.73,Money Transfer,Net Banking,183,4,0
103338.63,Cash Withdrawal,Debit Card,14,4,1
52667.65,Bill Payment,Net Banking,2328,1,0
69504.51,Online Purchase,Credit Card,748,1,1
88713.16,Online Purchase,Debit Card,43,3,0
69106.33,Money Transfer,UPI,783,2,0
56958.64,Bill Payment,Debit Card,1143,2,0
62156.02,Money Transfer,UPI,817,2,0
38977.18,Cash Withdrawal,UPI,379,7,0
54605.62,Cash Withdrawal,Debit Card,151,9,1
80738.52,Money Transfer,Net Banking,1421,10,0
119461.08,Money Transfer,UPI,2064,8,1
119164.82,Online Purchase,Debit Card,1058,3,0
4814.06,Online Purchase,Debit Card,1947,2,0
48516.34,Cash Withdrawal,Credit Card,1321,1,0
130412.43,Online Purchase,Debit Card,1727,7,1
97217.41,Online Purchase,Debit Card,1467,4,1
82062.04,Online Purchase,Net Banking,1870,9,1
65301.77,Cash Withdrawal,Net Banking,998,4,0
90181.19,Cash Withdrawal,Net Banking,1230,0,0
131627.16,Online Purchase,Net Banking,1745,4,0
60172.44,Online Purchase,Debit Card,2098,2,0
133000.63,Money Transfer,Debit Card,533,10,1
143991.0,Online Purchase,UPI,580,5,1
24884.78,Online Purchase,Debit Card,821,2,0
12148.25,Money Transfer,Debit Card,1789,1,0
23205.28,Bill Payment,Credit Card,1956,2,0
70673.02,Cash Withdrawal,Debit Card,1935,10,1
69576.25,Money Transfer,Credit Card,1588,2,1
140295.83,Cash Withdrawal,UPI,1160,10,1
63746.41,Cash Withdrawal,Credit Card,1421,7,0
145536.83,Online Purchase,Debit Card,2493,2,0
55432.97,Bill Payment,Credit Card,2455,6,0
96872.03,Money Transfer,Net Banking,770,0,1
65366.55,Bill Payment,Net Banking,737,6,1
46732.7,Cash Withdrawal,Credit Card,1070,6,1
59792.6,Online Purchase,Net Banking,339,5,0
15300.62,Cash Withdrawal,Credit Card,659,5,1
76094.87,Cash Withdrawal,Credit Card,1992,10,0
60315.34,Online Purchase,UPI,1741,4,0
17482.17,Cash Withdrawal,UPI,1940,5,0
145768.36,Online Purchase,Debit Card,1737,8,1
130560.11,Online Purchase,Debit Card,29,5,0
106163.95,Bill Payment,Debit Card,2110,9,1
68302.91,Online Purchase,Net Banking,1154,0,1
73494.25,Bill Payment,Credit Card,2455,10,1
63912.81,Bill Payment,Credit Card,2224,4,1
53597.12,Online Purchase,Net Banking,1330,4,0
89407.26,Bill Payment,Credit Card,2177,6,1
12698.62,Online Purchase,Debit Card,593,10,0
133918.23,Bill Payment,Net Banking,1000,8,1
6192.08,Bill Payment,UPI,157,2,0
108599.15,Online Purchase,Net Banking,2100,1,1
95547.49,Bill Payment,Net Banking,1642,0,1
112040.38,Online Purchase,Net Banking,477,3,0
149238.27,Money Transfer,Credit Card,1533,9,1
114131.78,Cash Withdrawal,UPI,761,4,1
6956.75,Cash Withdrawal,Debit Card,1168,4,1
31149.74,Cash Withdrawal,Debit Card,1126,4,0
118559.71,Bill Payment,Credit Card,907,3,1
48758.86,Online Purchase,UPI,2496,7,0
95252.42,Bill Payment,Net Banking,1949,8,1
51155.34,Bill Payment,Net Banking,622,7,0
74896.3,Money Transfer,Net Banking,1048,6,1
127858.52,Online Purchase,Net Banking,2300,5,1
112226.83,Bill Payment,UPI,1196,5,1
70160.28,Money Transfer,Debit Card,1441,9,1
149374.29,Online Purchase,UPI,2280,7,0
56355.12,Money Transfer,Net Banking,2487,1,1
32823.98,Online Purchase,UPI,732,2,0
147658.97,Cash Withdrawal,Net Banking,1442,3,1
89927.36,Bill Payment,UPI,433,10,0
144039.89,Bill Payment,Net Banking,923,6,1
69640.7,Cash Withdrawal,Debit Card,728,6,1
79946.59,Bill Payment,Net Banking,706,10,0
57564.68,Cash Withdrawal,Net Banking,1681,3,0
92869.51,Money Transfer,Credit Card,2456,9,0
141828.8,Bill Payment,Debit Card,682,9,1
102686.02,Bill Payment,Credit Card,2464,10,1
76749.18,Money Transfer,Debit Card,1876,5,0
35973.37,Cash Withdrawal,Debit Card,1322,2,0
134177.4,Money Transfer,Net Banking,1881,3,0
66603.61,Money Transfer,Debit Card,1890,8,1
120572.68,Bill Payment,Debit Card,1003,7,0
10569.36,Online Purchase,Net Banking,2129,7,0
10647.81,Cash Withdrawal,UPI,2201,1,0
91085.84,Online Purchase,Net Banking,1970,0,0
59819.67,Online Purchase,UPI,1637,8,0
66062.87,Online Purchase,Credit Card,598,4,0
87013.82,Online Purchase,Debit Card,1502,6,0
21378.32,Money Transfer,Net Banking,861,4,1
96341.13,Online Purchase,Net Banking,2014,3,0
51432.19,Cash Withdrawal,UPI,1845,4,0
89204.78,Money Transfer,Debit Card,2138,4,1
132037.57,Bill Payment,UPI,1257,2,0
45780.73,Cash Withdrawal,UPI,633,2,0
43920.7,Cash Withdrawal,UPI,934,0,0
87526.23,Money Transfer,Credit Card,1063,5,0
111844.04,Cash Withdrawal,Net Banking,698,5,0
88111.6,Bill Payment,UPI,1549,7,0
130630.26,Cash Withdrawal,Debit Card,1983,6,1
142047.54,Bill Payment,Debit Card,1267,3,1
41819.5,Online Purchase,Debit Card,1461,7,0
136914.11,Online Purchase,Debit Card,830,5,0
59833.83,Online Purchase,UPI,2079,1,0
144252.26,Online Purchase,Credit Card,1830,9,1
36779.37,Money Transfer,Debit Card,936,7,1
146908.69,Bill Payment,UPI,375,3,0
137628.28,Money Transfer,UPI,250,3,1
87893.04,Cash Withdrawal,Net Banking,403,8,0
7757.31,Online Purchase,Debit Card,1960,1,0
71457.77,Online Purchase,Debit Card,2451,7,1
1539.41,Cash Withdrawal,Credit Card,1814,10,1
120884.3,Cash Withdrawal,Credit Card,1032,6,1
73941.51,Money Transfer,UPI,2078,7,0
142720.21,Bill Payment,UPI,2180,3,1
101708.6,Bill Payment,Net Banking,457,2,0
47949.21,Cash Withdrawal,Net Banking,669,2,0
64859.04,Bill Payment,Credit Card,1816,5,0
80834.66,Money Transfer,Debit Card,446,3,1
75316.77,Bill Payment,Net Banking,422,10,1
91468.05,Money Transfer,UPI,641,3,0
117893.09,Money Transfer,Debit Card,1334,8,0
98058.25,Cash Withdrawal,UPI,937,4,0
128450.01,Bill Payment,UPI,594,4,1
53154.64,Bill Payment,Net Banking,1262,6,0
114428.02,Online Purchase,Net Banking,227,6,1
120825.08,Cash Withdrawal,UPI,80,3,1
107529.24,Bill Payment,UPI,97,5,1
57422.71,Money Transfer,Debit Card,2061,7,0
16114.5,Money Transfer,Debit Card,1334,7,0
88981.75,Online Purchase,Net Banking,1995,3,0
91045.06,Cash Withdrawal,Credit Card,416,0,0
41479.33,Bill Payment,Net Banking,1165,1,0
132139.38,Online Purchase,UPI,1695,2,0
88512.27,Money Transfer,Credit Card,1796,3,1
82033.11,Bill Payment,UPI,90,2,0
10293.79,Bill Payment,UPI,1827,3,0
70302.13,Cash Withdrawal,UPI,1365,3,0
105638.64,Bill Payment,Credit Card,575,1,0
64156.91,Cash Withdrawal,Credit Card,2165,0,0
76888.02,Online Purchase,Net Banking,132,8,0
49127.79,Cash Withdrawal,UPI,2355,5,0
110191.63,Online Purchase,Credit Card,2179,2,0
126960.27,Online Purchase,Net Banking,2499,10,0
112810.91,Cash Withdrawal,UPI,1908,7,0
149153.02,Money Transfer,UPI,300,2,0
51037.48,Cash Withdrawal,Credit Card,1645,9,1
93591.09,Cash Withdrawal,Credit Card,35,3,0
22659.19,Money Transfer,UPI,2181,7,0
30129.7,Bill Payment,Debit Card,774,2,0
27319.85,Online Purchase,Credit Card,522,8,1
10483.11,Bill Payment,Debit Card,856,3,0
63700.12,Bill Payment,Debit Card,890,5,1
131657.88,Cash Withdrawal,Credit Card,1537,0,1
111616.96,Money Transfer,Net Banking,202,7,1
29875.8,Cash Withdrawal,Credit Card,381,2,0
86787.7,Online Purchase,Debit Card,859,1,0
111122.24,Bill Payment,UPI,1701,3,1
13709.57,Bill Payment,Net Banking,1046,8,1
68597.37,Online Purchase,Net Banking,1721,6,0
15099.9,Bill Payment,UPI,268,6,0
97835.08,Money Transfer,Credit Card,1597,7,1
144638.75,Bill Payment,Credit Card,577,3,1
1490.16,Money Transfer,Debit Card,1925,0,1
120376.8,Bill Payment,UPI,1700,2,1
26278.16,Money Transfer,Debit Card,1496,1,0
4594.02,Money Transfer,UPI,1654,10,1
126229.61,Bill Payment,Credit Card,106,5,1
70628.3,Money Transfer,Net Banking,191,8,1
89816.27,Money Transfer,Debit Card,411,0,0
33482.68,Cash Withdrawal,Credit Card,461,7,0
62320.02,Cash Withdrawal,Debit Card,2471,10,1
71488.9,Bill Payment,Debit Card,1323,10,1
143540.11,Online Purchase,Net Banking,2019,9,1
32974.74,Money Transfer,Debit Card,924,10,1
14308.9,Cash Withdrawal,UPI,432,3,0
27775.55,Bill Payment,UPI,1893,10,0
77583.96,Bill Payment,Debit Card,1344,6,1
21868.63,Online Purchase,Net Banking,197,3,0
2246.83,Online Purchase,Debit Card,664,6,0
85855.8,Cash Withdrawal,UPI,770,10,0
145619.89,Cash Withdrawal,Net Banking,880,7,1
81927.33,Online Purchase,UPI,2108,5,1
133889.77,Bill Payment,UPI,1997,8,1
14565.86,Bill Payment,UPI,259,5,0
3909.56,Money Transfer,Credit Card,931,7,0
18129.63,Bill Payment,Debit Card,1424,4,0
83039.45,Online Purchase,Debit Card,1629,8,1
126017.92,Money Transfer,Credit Card,814,5,1
117012.66,Online Purchase,UPI,2210,3,0
149576.51,Money Transfer,UPI,651,1,0
95272.61,Money Transfer,Debit Card,2216,9,1
30409.2,Online Purchase,Net Banking,1215,6,0
145804.13,Cash Withdrawal,Net Banking,1319,2,0
45068.98,Online Purchase,UPI,2277,10,1
138465.52,Online Purchase,Credit Card,1681,2,1
123383.94,Money Transfer,Net Banking,654,10,1
88753.32,Money Transfer,UPI,289,3,0
41505.06,Cash Withdrawal,Credit Card,2400,10,1
66562.87,Bill Payment,UPI,45,10,1
46742.97,Online Purchase,Net Banking,952,10,0
123353.83,Cash Withdrawal,Debit Card,289,5,0
142428.24,Online Purchase,Net Banking,1047,1,0
63944.0,Money Transfer,Net Banking,1193,3,0
13377.09,Bill Payment,Debit Card,2026,6,0
95745.18,Bill Payment,UPI,1031,10,1
63004.84,Bill Payment,UPI,341,0,1
120918.12,Money Transfer,Net Banking,907,9,1
39936.55,Cash Withdrawal,Net Banking,2485,8,0
100166.8,Online Purchase,Credit Card,2419,10,0
86386.27,Online Purchase,Debit Card,1478,9,0
135578.06,Cash Withdrawal,Net Banking,164,5,0
66092.74,Cash Withdrawal,Credit Card,1634,10,0
64826.42,Online Purchase,Debit Card,2323,2,1
141897.87,Online Purchase,UPI,1689,0,0
127429.57,Bill Payment,UPI,1410,5,0
37380.29,Cash Withdrawal,Credit Card,1330,7,0
95257.62,Money Transfer,Debit Card,2288,8,1
111131.65,Bill Payment,Debit Card,2048,1,1
92498.77,Money Transfer,UPI,1253,1,0
13655.83,Cash Withdrawal,UPI,2037,10,1
57466.19,Bill Payment,Net Banking,1437,5,0
134377.46,Money Transfer,Debit Card,1323,0,1
87318.84,Bill Payment,Debit Card,1631,9,0
29873.08,Online Purchase,Net Banking,1079,2,0
79970.88,Cash Withdrawal,Debit Card,1578,1,0
110468.72,Bill Payment,Credit Card,1327,3,1
6211.85,Money Transfer,UPI,108,7,1
104292.36,Money Transfer,Debit Card,926,7,1
32473.62,Online Purchase,UPI,999,0,0
72542.67,Cash Withdrawal,Net Banking,2279,8,0
28916.64,Money Transfer,Net Banking,2358,6,0
106041.21,Bill Payment,UPI,1767,5,1
138833.32,Money Transfer,UPI,2214,5,1
104010.54,Bill Payment,Debit Card,2205,9,1
147153.55,Cash Withdrawal,UPI,430,9,1
52316.58,Money Transfer,Net Banking,1103,9,0
69089.81,Cash Withdrawal,Net Banking,2421,6,1
149368.71,Online Purchase,Net Banking,2290,10,1
52205.7,Money Transfer,Credit Card,1452,1,0
41485.95,Bill Payment,Credit Card,2449,7,0
114678.34,Money Transfer,Net Banking,882,10,1
80805.52,Bill Payment,UPI,953,9,0
76242.44,Cash Withdrawal,Debit Card,2211,10,0
129423.84,Online Purchase,UPI,2407,1,0
10744.91,Online Purchase,Net Banking,661,3,0
90268.67,Money Transfer,Debit Card,121,10,0
109327.2,Bill Payment,Credit Card,386,6,1
142359.58,Cash Withdrawal,Net Banking,1562,7,1
51559.97,Online Purchase,UPI,1455,2,0
131871.77,Cash Withdrawal,Credit Card,756,4,1
34073.37,Online Purchase,UPI,1851,1,0
3158.07,Online Purchase,Credit Card,1529,1,0
144543.6,Online Purchase,Credit Card,1339,6,1
120025.72,Bill Payment,Credit Card,707,3,0
74780.38,Money Transfer,UPI,398,10,0
89997.77,Money Transfer,Net Banking,728,8,1
122867.42,Online Purchase,Credit Card,2202,1,0
46818.64,Bill Payment,Credit Card,1430,10,1
77821.48,Online Purchase,Net Banking,792,9,1
92017.42,Bill Payment,Net Banking,2245,6,0
141607.26,Online Purchase,UPI,1009,5,1
144062.02,Cash Withdrawal,Debit Card,1656,0,1
137499.91,Cash Withdrawal,Credit Card,2130,1,0
48150.9,Cash Withdrawal,Debit Card,1158,5,1
114552.04,Bill Payment,Net Banking,1656,6,1
73620.75,Cash Withdrawal,Credit Card,1317,8,1
58382.42,Cash Withdrawal,UPI,226,8,0
28293.03,Online Purchase,UPI,2407,9,0
96175.77,Online Purchase,Credit Card,194,4,1
52829.66,Online Purchase,Net Banking,2083,8,0
76360.96,Online Purchase,Debit Card,405,7,0
133864.18,Bill Payment,Credit Card,834,7,1
96099.13,Online Purchase,Credit Card,1563,3,0
17538.02,Bill Payment,Credit Card,985,10,0
124712.48,Money Transfer,Net Banking,936,5,0
60353.61,Money Transfer,Debit Card,2453,3,0
38801.98,Cash Withdrawal,UPI,840,10,0
40964.98,Online Purchase,Net Banking,1695,6,0
135171.26,Cash Withdrawal,UPI,2459,0,0
59380.72,Cash Withdrawal,Debit Card,914,1,0
17380.23,Cash Withdrawal,Credit Card,752,8,1
141531.12,Bill Payment,Net Banking,1167,8,1
128340.66,Bill Payment,Credit Card,490,6,0
